state,date,critical_staffing_shortage_today_yes,inpatient_beds,inpatient_beds_used,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,deaths_covid
MI,2021/03/01,1,"22,327","16,080",80,1,205,755,13,"16,080","22,327",14
AR,2020/09/29,1,"9,167","6,621",80,1,194,439,4,"6,526","9,167",14
MS,2021/08/21,1,"8,856","5,852",167,3,527,"1,702",42,"5,852","8,856",29
VA,2021/06/16,1,"18,215","13,532",12,5,51,199,14,"13,532","18,215",6
IN,2020/01/15,1,30,16,,,,,,16,30,0
VT,2022/02/04,1,"1,245",925,14,0,21,97,0,925,"1,245",0
IL,2020/09/02,1,"29,878","20,039",111,1,255,917,42,"19,443","29,878",10
IN,2020/03/20,1,353,143,,,,,,143,353,0
AL,2020/04/14,1,"9,731","5,209",,,,,,"4,746","8,692",7
DC,2021/09/28,1,"3,480","2,726",13,0,26,91,14,"2,726","3,480",0
VI,2021/02/17,1,168,98,0,0,0,0,0,98,168,0
NJ,2021/08/24,1,"21,846","15,123",157,2,167,976,3,"15,123","21,846",5
IA,2021/05/28,1,"8,037","5,010",19,3,24,105,5,"5,010","8,037",4
KY,2020/12/19,1,"14,281","8,738",382,2,385,"1,569",11,"8,738","14,281",34
WV,2020/10/28,1,"6,615","4,767",41,0,85,288,1,"4,767","6,615",5
OK,2020/05/11,1,"9,543","5,250",,,,5,,"5,250","9,356",5
MS,2020/04/13,1,"3,832","2,041",,,,,,"1,874","3,683",4
AR,2020/07/29,1,"7,832","5,521",64,0,246,426,8,"5,506","7,832",8
ID,2021/03/05,1,"3,707","2,113",17,0,30,124,3,"2,113","3,707",0
NJ,2021/08/15,1,"24,601","16,115",124,3,135,788,9,"16,115","24,601",9
AK,2021/06/10,1,"1,669","1,021",4,0,5,19,0,"1,021","1,669",0
UT,2020/04/04,1,"3,470","1,298",,,,,,"1,298","2,890",3
DE,2021/03/23,1,"2,671","1,916",15,0,8,102,3,"1,916","2,671",0
SC,2021/02/11,1,"10,823","8,656",144,3,277,"1,192",6,"8,656","10,823",20
GA,2021/06/08,1,"20,917","16,189",108,3,135,484,9,"16,189","20,917",8
NE,2021/04/29,1,"4,348","3,018",15,1,42,129,4,"3,018","4,348",3
ME,2020/11/28,1,"3,280","2,080",18,0,58,131,1,"2,080","3,280",1
CO,2021/06/10,1,"11,657","8,203",46,1,144,371,1,"8,203","11,657",18
WI,2020/06/13,1,"12,165","7,539",,,,,,"7,539","11,932",1
PR,2021/05/05,1,"9,740","5,856",24,0,61,355,11,"5,856","9,740",5
KS,2021/03/27,1,"8,860","4,980",19,0,42,150,1,"4,980","8,860",2
MT,2021/10/07,1,"3,036","2,334",115,2,119,471,5,"2,334","3,036",11
TN,2021/01/09,1,"20,456","12,518",323,3,765,"3,081",33,"12,518","19,697",76
NJ,2021/10/13,1,"24,662","17,542",104,2,179,797,2,"17,542","24,662",16
WI,2020/08/01,1,"11,526","7,067",72,1,127,380,1,"7,008","11,427",41
HI,2021/04/23,1,"2,651","1,937",3,0,6,44,0,"1,937","2,651",1
RI,2020/04/11,1,"1,597",994,0,0,0,0,0,994,"1,597",3
OK,2022/01/16,1,"10,088","7,251",363,11,365,"1,709",75,"7,251","10,088",19
TX,2021/07/27,1,"61,004","48,432",959,25,"1,542","5,291",105,"48,432","61,004",35
WV,2021/02/09,1,"5,973","4,449",41,0,104,387,0,"4,449","5,973",5
ND,2021/08/03,1,"2,046","1,454",5,0,8,34,0,"1,454","2,046",1
TN,2020/09/20,1,"20,055","12,814",85,0,275,797,73,"12,738","20,055",12
TN,2021/04/18,1,"20,124","13,013",102,2,249,816,5,"13,013","19,552",11
AL,2021/08/09,1,"15,076","11,727",301,8,635,"2,174",33,"11,727","15,076",27
CO,2021/03/21,1,"11,893","7,499",47,2,115,327,4,"7,499","11,893",3
CO,2020/09/03,1,"10,901","7,162",18,0,63,145,5,"7,142","10,901",2
SC,2020/05/07,1,"11,564","7,586",,,,,,"7,523","11,403",26
FL,2021/04/15,1,"59,144","47,013",518,11,738,"3,382",48,"47,013","59,144",30
NV,2021/04/03,1,"8,842","6,038",36,0,54,232,4,"6,038","8,842",6
LA,2021/02/28,1,"13,875","9,169",75,2,179,669,1,"9,169","13,875",3
AR,2020/07/03,1,"8,075","4,875",,,,,,"4,875","7,891",3
CO,2020/11/13,1,"11,591","8,055",205,6,354,"1,134",19,"8,055","11,591",18
MI,2020/08/09,1,"21,845","15,349",48,1,126,397,2,"15,170","21,845",10
ID,2020/11/15,1,"4,086","2,192",49,2,91,376,3,"2,183","4,086",2
UT,2020/03/14,1,60,,,,,,,,,
WI,2021/08/21,1,"12,808","8,675",163,7,230,750,4,"8,675","12,808",5
SD,2021/08/22,1,"2,819","1,595",17,0,33,109,0,"1,595","2,819",1
VT,2020/11/11,1,788,447,5,0,7,14,0,447,788,0
OK,2020/07/09,1,"11,831","6,167",,,,13,,"6,138","11,652",5
RI,2020/05/09,1,"2,679","1,683",0,0,0,0,0,"1,683","2,594",3
HI,2021/05/23,1,"2,649","1,827",1,0,10,35,0,"1,827","2,649",0
NM,2021/01/11,1,"4,263","3,012",119,0,188,654,1,"3,012","4,117",14
LA,2020/05/20,1,"8,132","5,277",36,,,394,,"5,277","7,730",7
WY,2021/03/03,1,"1,736",768,4,0,8,22,1,768,"1,736",0
CT,2021/11/27,1,"8,444","6,198",72,1,73,341,3,"6,198","8,444",6
AZ,2021/06/12,1,"17,017","11,692",50,3,78,294,8,"11,692","17,017",7
OK,2021/12/06,1,"9,375","6,946",140,3,192,624,21,"6,946","9,375",5
GA,2020/03/18,1,746,409,,,,,,409,552,0
WY,2021/03/09,1,"1,630",714,6,0,9,21,0,714,"1,630",1
MI,2020/04/22,1,"20,065","10,928",,,,,,"10,261","18,891",79
KS,2020/09/01,1,"8,157","4,773",38,1,77,219,0,"4,643","8,140",3
CT,2020/07/16,1,"1,902","1,686",11,0,20,34,0,"1,615","1,813",0
NJ,2020/08/07,1,"18,351","14,074",7,0,41,351,0,"13,576","18,351",11
NJ,2021/05/05,1,"24,590","17,504",139,1,279,"1,217",6,"17,504","24,590",17
VA,2021/03/28,1,"18,181","12,284",114,2,209,855,13,"12,284","18,181",10
RI,2020/10/20,1,"2,299","1,987",10,0,15,126,0,"1,987","2,299",2
VT,2020/09/14,1,796,377,0,0,0,1,0,377,796,0
OH,2020/05/30,1,"14,397","8,353",,,,,,"8,353","13,087",2
VT,2020/06/25,1,"1,268",763,,,,,,763,"1,220",0
MO,2021/12/02,1,"17,386","14,726",172,9,383,"1,293",34,"14,726","17,386",16
NE,2020/11/16,1,"4,886","3,331",135,6,219,928,8,"3,331","4,886",17
TX,2021/04/10,1,"69,514","48,695",426,12,896,"2,796",52,"48,695","69,514",55
OK,2020/08/27,1,"9,503","6,064",95,4,206,523,4,"6,064","9,503",2
ND,2021/02/23,1,"2,047","1,465",8,0,14,61,1,"1,465","2,047",0
KY,2020/07/08,1,"10,658","7,095",,,,,,"7,095","10,444",17
LA,2021/05/16,1,"13,920","8,583",40,2,67,319,4,"8,583","13,920",3
MN,2020/05/09,1,"12,528","6,083",,,,,,"6,083","12,200",9
NH,2021/12/19,1,"2,952","2,306",34,2,115,431,1,"2,306","2,952",1
MO,2021/11/11,1,"17,176","14,377",88,6,243,794,24,"14,377","17,176",11
PR,2021/03/11,1,"9,619","5,861",19,0,15,101,0,"5,861","9,619",3
MD,2020/06/27,1,"8,636","6,860",,,,,,"6,860","8,542",0
ME,2021/10/08,1,"3,333","2,415",17,0,48,156,1,"2,415","3,333",4
NY,2020/09/17,1,"43,524","32,691",91,3,120,551,17,"30,769","43,373",19
MN,2020/11/14,1,"11,119","8,153",230,3,319,"1,495",24,"8,153","11,119",11
PA,2021/09/13,1,"29,175","23,878",284,7,577,"2,265",36,"23,878","29,175",35
AL,2020/06/20,1,"13,758","8,642",,,,,,"8,642","12,920",2
ID,2021/07/07,1,"3,769","2,359",3,0,21,68,2,"2,359","3,769",1
IL,2020/03/14,1,60,18,,,,,,18,60,0
NE,2020/03/23,1,766,340,,,,,,340,766,0
KS,2020/07/28,1,"7,152","4,331",34,0,66,217,0,"4,272","7,152",12
IA,2021/08/13,1,"8,083","5,528",56,2,98,347,9,"5,528","8,083",6
TN,2020/05/21,1,"11,582","12,451",,,,,,"7,039","11,092",1
HI,2020/04/08,1,"3,524","1,461",1,,,,,"1,461","3,381",0
MD,2021/06/09,1,"11,443","9,152",37,0,76,234,4,"9,152","11,443",2
KS,2022/01/25,1,"8,466","5,211",192,8,250,"1,186",16,"5,211","8,466",7
NM,2022/01/12,1,"4,389","3,361",77,7,149,632,23,"3,361","4,389",8
DC,2021/02/13,1,"3,649","2,738",29,3,55,231,6,"2,738","3,649",1
WY,2021/09/10,1,"1,742",991,25,0,47,211,1,991,"1,742",4
VA,2021/07/02,1,"18,232","13,474",13,2,54,163,4,"13,474","18,232",6
UT,2020/07/05,1,"5,377","2,657",,,,,,"2,657","5,251",2
NC,2021/06/25,1,"23,865","17,974",46,1,100,352,6,"17,974","23,865",12
SC,2021/05/20,1,"10,750","8,393",37,1,70,245,2,"8,393","10,750",0
MI,2020/05/06,1,"20,012","12,714",,,,,,"10,910","19,730",42
FL,2020/09/19,1,"77,178","44,102",292,15,687,"2,553",26,"43,920","77,178",51
AR,2021/07/15,1,"9,557","7,153",130,3,230,639,9,"7,153","9,557",9
CA,2021/11/12,1,"64,928","50,958",347,8,965,"3,505",54,"50,958","64,928",62
NH,2020/09/07,1,"3,241","2,047",1,0,1,8,0,"2,047","3,241",0
IN,2021/12/01,1,"19,540","13,974",300,8,609,"2,102",16,"13,974","19,540",26
LA,2020/03/17,1,836,453,,,,,,453,836,0
ID,2020/12/21,1,"3,412","1,998",42,0,107,418,5,"1,998","3,412",7
NH,2020/09/21,1,"3,267","2,087",2,0,2,12,0,"2,087","3,267",0
VT,2020/06/26,1,"1,267",779,,,,,,779,"1,219",0
ID,2021/03/03,1,"3,683","2,184",18,0,33,139,2,"2,184","3,683",1
MA,2020/05/23,1,"16,378","12,036",,,,,,"12,036","16,257",36
KS,2020/09/07,1,"7,750","4,386",39,1,84,209,7,"4,250","7,733",0
OH,2021/08/03,1,"29,399","21,433",174,4,226,786,12,"21,433","29,399",6
OK,2020/08/20,1,"9,410","5,978",96,6,229,535,7,"5,978","9,410",6
TX,2021/03/23,1,"69,925","48,992",437,11,"1,042","3,429",52,"48,992","69,925",62
ID,2021/02/09,1,"3,404","1,940",25,0,43,168,2,"1,940","3,404",0
WY,2021/05/22,1,"1,508",635,6,1,10,36,0,635,"1,508",0
IA,2021/10/30,1,"7,496","5,067",65,1,112,468,6,"5,067","7,496",11
SD,2020/06/02,1,"2,211",937,,,,,,937,"1,872",0
ND,2020/10/13,1,"2,398","1,759",24,0,44,198,6,"1,759","2,398",0
KS,2022/01/10,1,"8,286","5,017",142,4,259,"1,074",11,"5,017","8,286",6
TX,2020/03/31,1,"11,919","4,955",,,,,,"4,955","10,063",8
PR,2020/06/22,1,"8,016","4,171",,,,,,"3,853","7,829",0
FL,2021/06/25,1,"58,836","45,662",247,6,408,"1,616",23,"45,662","58,836",31
MA,2020/08/23,1,"17,907","12,127",12,0,34,107,2,"12,127","17,907",2
ID,2020/07/15,1,"2,031","1,063",10,0,26,130,9,"1,063","1,880",2
LA,2021/11/05,1,"12,598","9,077",28,1,80,307,5,"9,077","12,598",2
IN,2020/12/21,1,"17,633","11,575",303,6,656,"2,675",14,"11,575","17,633",32
PA,2021/03/15,1,"29,587","22,922",176,3,304,"1,508",12,"22,922","29,587",25
MD,2020/06/07,1,"8,380","6,763",,,,,,"6,763","8,268",1
HI,2021/05/12,1,"2,644","1,880",4,0,9,50,3,"1,880","2,644",0
NC,2021/01/06,1,"24,242","19,090",479,4,850,"3,706",28,"19,090","24,242",61
AS,2021/08/24,1,150,76,0,0,0,0,0,76,150,0
VA,2021/05/30,1,"18,273","12,363",35,4,108,367,9,"12,363","18,273",7
WY,2020/12/27,1,"1,720",683,18,0,32,117,0,683,"1,720",2
PR,2021/12/20,1,"9,340","5,407",1,4,6,37,4,"5,407","9,340",1
ME,2020/07/04,1,"3,139","1,814",0,0,0,0,0,"1,814","3,101",0
LA,2020/12/08,1,"14,078","9,820",227,4,448,"2,202",8,"9,820","14,078",22
NE,2020/08/13,1,"5,469","3,383",9,2,32,96,47,"3,376","5,469",0
TN,2020/07/31,1,"18,774","10,741",137,1,393,"1,075",6,"10,741","17,625",37
RI,2020/04/13,1,"1,690","1,063",0,0,0,0,0,"1,063","1,605",4
WA,2021/10/30,1,"12,347","10,000",99,3,276,964,13,"10,000","12,347",12
KS,2020/03/27,1,704,269,,,,,,269,668,1
MI,2021/03/09,1,"22,592","17,182",147,5,199,830,15,"17,182","22,592",9
NC,2021/06/06,1,"23,972","17,366",45,2,175,488,9,"17,366","23,972",15
WI,2020/08/23,1,"12,302","7,189",78,1,119,370,1,"7,113","12,302",47
VI,2020/07/23,1,168,109,0,0,1,4,0,109,168,0
VA,2020/06/02,1,"13,138","8,364",,,,,,"8,364","12,599",6
MN,2020/10/29,1,"12,011","8,696",101,2,185,763,17,"8,696","12,011",5
WV,2020/08/16,1,"6,457","4,460",9,0,55,138,1,"4,460","6,457",1
NJ,2021/10/10,1,"24,593","16,435",76,2,193,836,5,"16,435","24,593",10
NC,2020/02/03,1,72,49,,,,,,49,72,0
ME,2020/12/29,1,"3,091","2,099",14,0,58,187,2,"2,099","3,091",2
WI,2020/03/08,1,51,,,,,,,,,
NY,2020/07/25,1,"28,164","28,517",77,1,140,615,22,"20,304","28,014",21
IA,2021/07/24,1,"8,060","4,917",26,0,51,126,2,"4,917","8,060",3
PR,2021/11/26,1,"9,209","5,278",3,0,1,30,1,"5,278","9,209",1
UT,2020/11/27,1,"6,203","3,270",68,1,191,541,0,"3,270","6,203",2
CO,2021/05/24,1,"10,924","7,392",66,4,193,509,10,"7,392","10,924",2
SD,2020/10/29,1,"2,817","1,931",71,0,83,397,2,"1,931","2,817",6
SD,2020/07/09,1,"2,492",961,,,,,,961,"1,928",1
CT,2021/06/24,1,"8,418","6,671",7,0,5,38,0,"6,671","8,418",1
VI,2021/09/07,1,168,101,1,0,4,8,0,101,168,0
IA,2021/01/14,1,"8,109","5,223",87,1,91,517,3,"5,223","8,109",3
WA,2021/01/07,1,"14,065","10,063",108,0,233,976,16,"10,063","14,065",14
KS,2021/05/13,1,"8,868","5,262",18,1,56,137,3,"5,262","8,868",3
TN,2020/11/02,1,"20,110","12,527",167,0,473,"1,505",10,"12,527","18,894",17
WV,2020/05/16,1,"6,043","3,633",,,,,,"3,633","5,831",2
NH,2020/07/02,1,"2,988","1,952",,,,,,"1,952","2,988",0
NH,2020/09/01,1,"3,274","2,179",31,0,3,10,0,"2,179","3,274",0
GA,2021/06/07,1,"20,748","15,602",80,0,155,502,5,"15,602","20,748",7
OR,2020/12/12,1,"6,622","4,955",52,1,124,549,5,"4,955","6,622",8
MO,2020/10/19,1,"20,651","12,615",154,2,436,"1,247",16,"12,615","20,651",26
MN,2020/02/12,1,46,,,,,,,,,0
IL,2020/07/29,1,"27,737","18,588",92,1,236,735,28,"18,379","27,737",9
FL,2020/04/17,1,"33,453","16,250",,,,,,"15,990","32,319",163
PA,2021/04/09,1,"31,622","26,354",333,3,545,"2,530",26,"26,354","31,622",30
AK,2021/04/03,1,"1,669","1,002",2,0,13,37,0,"1,002","1,669",0
MS,2021/07/22,1,"8,752","5,892",89,6,148,481,11,"5,892","8,752",3
WI,2021/03/31,1,"13,447","8,769",50,1,76,263,2,"8,769","13,447",7
DC,2020/05/30,1,"2,934","2,016",,,,,,"2,016","2,797",3
MS,2021/02/21,1,"8,604","5,489",49,0,129,475,1,"5,489","8,604",8
NH,2020/04/14,1,"1,921","1,012",,,,,,877,"1,921",2
VI,2021/08/30,1,168,87,0,0,7,15,0,87,168,0
IL,2021/04/29,1,"32,055","23,285",221,1,452,"1,814",21,"23,285","32,055",15
OR,2020/12/02,1,"6,807","5,065",70,0,108,560,4,"5,065","6,807",10
OK,2021/03/24,1,"10,972","7,606",46,2,79,290,24,"7,606","10,972",3
IN,2021/06/16,1,"19,172","12,796",42,2,95,292,3,"12,796","19,172",4
NJ,2021/05/18,1,"21,593","14,753",72,2,162,704,6,"14,753","21,593",15
FL,2020/07/10,1,"60,495","47,715",,,,,,"47,715","59,587",1
NC,2020/06/26,1,"27,659","21,058",,,,,,"21,058","27,375",5
VT,2020/12/09,1,"1,311",763,1,0,3,22,0,763,"1,311",0
MN,2020/06/05,1,"12,202","7,053",,,,,,"7,053","11,903",8
KS,2021/04/30,1,"8,885","5,274",38,0,60,188,2,"5,274","8,885",2
OR,2021/08/19,1,"7,131","5,496",109,5,195,850,11,"5,496","7,131",13
PR,2020/11/03,1,"8,970","4,806",12,1,48,357,8,"4,806","8,970",4
PA,2021/09/16,1,"31,198","26,585",269,12,593,"2,280",54,"26,585","31,198",29
KY,2021/07/21,1,"14,659","9,159",88,1,111,353,2,"9,159","14,659",17
AL,2021/01/29,1,"15,502","12,049",261,6,623,"2,070",16,"12,049","15,502",56
LA,2020/10/10,1,"13,895","8,799",73,1,177,"1,046",6,"8,799","13,895",8
WY,2022/01/06,1,"1,743",858,15,1,19,70,2,858,"1,743",0
AL,2020/09/14,1,"15,036","10,405",104,2,290,815,8,"10,405","15,036",22
IL,2020/04/24,1,"15,295","10,784",,,,,,"7,607","13,111",36
PA,2021/03/23,1,"30,038","24,051",254,5,382,"1,686",19,"24,051","30,038",19
HI,2020/03/24,1,"3,696","2,006",2,,,,,"2,006","3,508",0
VI,2021/11/06,1,168,88,0,0,1,3,0,88,168,0
IA,2021/04/02,1,"8,044","4,982",30,2,43,196,3,"4,982","8,044",2
NJ,2020/03/08,1,38,,,,,,,,,
FL,2021/10/08,1,"59,357","47,008",453,12,"1,073","3,575",55,"47,008","59,357",75
KY,2022/01/06,1,"11,820","9,354",335,10,402,"1,716",22,"9,354","11,820",21
MN,2021/09/12,1,"10,020","7,780",74,3,193,678,15,"7,780","10,020",4
NE,2021/07/05,1,"4,459","2,676",5,0,15,56,1,"2,676","4,458",2
MA,2020/05/16,1,"15,952","12,591",,,,,,"12,591","15,857",49
DC,2020/07/30,1,"2,671","2,121",10,1,16,88,6,"2,121","2,671",1
NV,2020/02/15,1,85,18,,,,,,18,85,0
PR,2020/03/12,1,213,142,,,,,,142,213,0
NM,2020/06/18,1,"2,043","1,656",,,,,,"1,656","1,930",1
NM,2021/06/10,1,"4,363","3,135",8,0,34,93,0,"3,135","4,363",0
LA,2021/01/30,1,"14,119","9,478",149,4,366,"1,400",5,"9,478","14,119",19
MA,2021/03/20,1,"19,195","15,584",109,1,141,464,21,"15,584","19,195",7
AK,2021/02/23,1,"1,624","1,474",8,1,11,39,0,"1,474","1,624",0
OK,2020/11/19,1,"11,210","7,919",346,4,432,"1,384",33,"7,919","11,210",12
NH,2021/08/26,1,"3,092","2,352",23,0,27,107,1,"2,352","3,092",1
MS,2020/12/15,1,"8,385","5,575",165,2,287,"1,093",5,"5,575","8,385",18
RI,2020/12/12,1,"2,349","2,009",45,0,61,443,6,"2,009","2,349",7
ID,2020/08/16,1,"3,859","1,820",14,0,38,164,1,"1,750","3,654",1
NH,2021/01/28,1,"3,124","2,284",29,0,52,215,1,"2,284","3,124",4
NE,2021/07/16,1,"4,647","3,091",15,0,27,95,1,"3,091","4,647",0
IL,2020/04/27,1,"12,915","10,365",,,,,,"7,192","12,710",27
KY,2020/05/15,1,"12,902","6,677",,,,,,"6,677","12,095",50
VI,2020/10/19,1,188,84,0,0,1,4,0,84,188,0
TN,2020/04/13,1,"9,924","4,676",,,,,,"4,572","9,176",4
AR,2021/10/11,1,"8,193","5,812",49,0,219,520,4,"5,812","8,193",10
NV,2021/04/19,1,"8,659","6,009",36,0,76,314,4,"6,009","8,659",4
NY,2021/10/15,1,"49,433","40,422",295,7,498,"2,123",35,"40,422","49,433",28
DC,2020/10/21,1,"3,630","2,863",13,0,24,111,0,"2,863","3,630",1
PA,2020/07/29,1,"25,108","20,280",111,2,201,624,29,"18,968","25,108",7
KY,2020/11/21,1,"14,103","9,796",358,1,399,"1,420",11,"9,796","14,103",26
OK,2021/03/29,1,"10,213","6,586",40,0,83,268,30,"6,586","10,213",5
OK,2020/11/14,1,"11,236","7,605",272,2,343,"1,185",26,"7,605","11,236",21
ND,2021/10/12,1,"2,062","1,606",49,2,65,275,3,"1,606","2,062",3
TX,2021/12/14,1,"60,632","47,440",382,19,984,"3,174",70,"47,440","60,632",44
MN,2021/03/31,1,"10,126","7,778",82,0,105,434,7,"7,778","10,126",1
OR,2022/01/17,1,"6,976","5,350",89,8,147,875,25,"5,350","6,976",13
PR,2021/03/12,1,"9,772","6,007",14,0,15,104,0,"6,007","9,772",56
NH,2021/11/19,1,"3,010","2,428",47,0,59,321,3,"2,428","3,010",0
RI,2021/09/03,1,"2,450","2,103",17,0,16,134,1,"2,103","2,450",2
TN,2021/04/30,1,"20,152","13,544",106,0,249,801,9,"13,544","19,580",13
NY,2021/05/27,1,"53,144","39,876",149,7,331,"1,232",24,"39,876","53,144",15
IN,2020/02/27,1,30,12,,,,,,12,30,0
AR,2022/02/09,1,"7,962","5,927",183,12,366,"1,366",19,"5,927","7,962",5
CA,2020/04/23,1,"59,739","32,344",,,,189,,"31,188","55,498",81
WY,2021/10/24,1,"1,721",929,34,0,70,232,0,929,"1,721",3
NJ,2022/01/13,1,"24,498","17,751",779,18,842,"6,055",24,"17,751","24,498",73
MN,2021/09/10,1,"10,302","8,339",92,1,193,678,21,"8,339","10,302",1
NV,2021/03/30,1,"8,675","6,051",34,1,70,223,5,"6,051","8,675",4
NM,2020/06/27,1,"1,891","1,119",,,,,,"1,119","1,775",1
SD,2021/11/12,1,"2,792","1,874",39,0,65,227,1,"1,874","2,792",1
PR,2021/11/29,1,"9,145","5,069",1,0,0,33,0,"5,069","9,145",0
OK,2020/04/12,1,"7,417","2,203",,,,45,,"2,203","5,281",4
VI,2021/02/18,1,168,100,0,0,0,0,0,100,168,0
NV,2021/07/24,1,"8,821","6,992",95,0,214,990,8,"6,992","8,821",12
AK,2021/03/23,1,"1,434",884,5,0,6,36,0,884,"1,434",0
AK,2021/01/23,1,"1,645",889,5,0,10,43,6,889,"1,645",0
NH,2022/02/05,1,"2,895","2,349",37,0,36,218,3,"2,349","2,895",2
WY,2020/10/20,1,"1,589",687,30,1,21,76,0,687,"1,589",1
VT,2020/07/16,1,405,257,6,0,1,4,0,257,315,0
MO,2021/12/01,1,"17,425","14,671",173,12,362,"1,255",29,"14,671","17,425",15
MS,2021/03/13,1,"8,590","5,403",35,1,80,307,3,"5,403","8,590",4
AZ,2021/11/13,1,"17,239","13,201",265,5,521,"1,940",24,"13,201","17,239",60
MS,2020/08/20,1,"7,830","5,316",94,1,255,749,2,"5,266","7,830",15
MO,2021/03/07,1,"16,756","12,491",53,3,182,595,23,"12,491","16,756",10
MN,2020/01/16,1,46,,,,,,,,,0
WY,2020/09/03,1,"1,304",453,7,0,5,14,0,453,"1,304",0
NH,2021/07/15,1,"3,143","2,269",5,0,4,20,0,"2,269","3,143",0
CA,2021/04/13,1,"60,799","44,837",322,9,457,"1,864",38,"44,837","60,799",38
NM,2021/01/27,1,"4,290","3,150",77,1,149,579,6,"3,150","4,290",5
WV,2020/03/22,1,360,180,,,,,,180,360,0
MS,2021/04/11,1,"8,620","5,166",19,0,54,176,2,"5,166","8,620",4
MN,2021/02/17,1,"9,934","7,144",33,4,59,294,9,"7,144","9,934",0
SC,2020/04/27,1,"11,763","6,948",,,,,,"6,902","11,605",13
MI,2022/01/01,1,"21,892","17,302",494,23,821,"3,832",90,"17,302","21,892",70
VI,2021/07/18,1,168,105,0,0,3,15,0,105,168,0
OK,2021/08/23,1,"9,963","7,115",286,6,434,"1,571",69,"7,115","9,963",23
FL,2021/10/18,1,"55,428","42,197",266,10,760,"2,508",39,"42,197","55,428",38
SD,2021/01/01,1,"2,842","1,578",20,1,51,245,1,"1,578","2,842",2
IN,2020/05/15,1,"15,630","8,585",,,,,,"8,585","15,421",7
RI,2020/05/07,1,"2,674","1,741",0,0,0,0,0,"1,741","2,589",10
HI,2020/08/04,1,"1,671","1,811",7,0,16,102,1,"1,194","1,671",0
TN,2020/05/09,1,"11,700","11,056",,,,,,"6,285","11,219",2
CT,2021/04/15,1,"8,460","6,867",82,2,112,492,6,"6,867","8,460",5
MN,2021/01/16,1,"10,227","7,395",92,2,121,612,5,"7,395","10,227",7
WI,2021/09/10,1,"13,075","9,454",211,6,313,"1,050",12,"9,454","13,075",21
CA,2021/06/06,1,"63,388","46,005",141,6,220,"1,006",28,"46,005","63,388",16
WV,2020/03/06,1,25,9,,,,,,9,25,0
CA,2021/04/23,1,"63,704","48,068",254,8,401,"1,761",40,"48,068","63,704",21
VT,2020/03/18,1,41,,,,,,,,,
NH,2021/07/20,1,"2,903","2,124",6,0,8,22,0,"2,124","2,903",0
NC,2022/02/07,1,"21,649","17,327",323,10,669,"3,840",76,"17,327","21,649",53
MT,2021/12/13,1,"2,760","1,838",24,1,49,158,1,"1,838","2,760",3
UT,2021/11/09,1,"5,578","3,692",79,3,209,536,0,"3,692","5,578",1
KY,2022/01/25,1,"10,759","8,540",470,8,454,"2,427",25,"8,540","10,759",41
SC,2020/09/19,1,"10,221","7,973",67,0,193,662,0,"7,973","10,221",11
AZ,2020/08/01,1,"9,595","9,657",124,2,603,"1,982",13,"7,987","9,595",36
TX,2021/07/05,1,"57,337","41,731",233,14,547,"1,689",47,"41,731","57,337",17
UT,2021/07/17,1,"6,260","3,802",48,1,125,277,0,"3,802","6,260",0
TX,2021/06/18,1,"66,610","50,538",195,11,501,"1,544",43,"50,538","66,610",10
NH,2021/11/16,1,"2,837","2,277",36,0,52,304,1,"2,277","2,837",2
SD,2021/05/19,1,"2,831","1,754",6,0,15,37,1,"1,754","2,831",1
MT,2021/01/31,1,"3,200","1,939",28,1,22,120,1,"1,939","3,200",2
OK,2020/07/24,1,"8,620","5,548",72,2,220,511,13,"5,544","8,620",11
MD,2021/05/12,1,"11,895","9,701",102,1,206,733,10,"9,701","11,895",9
WY,2020/12/04,1,"1,654",853,33,0,45,222,0,853,"1,654",2
AL,2020/10/15,1,"14,774","11,189",124,2,294,865,8,"11,189","14,774",14
WV,2020/04/05,1,"3,422","1,660",,,,,,"1,660","3,322",1
KY,2022/01/22,1,"11,628","8,991",288,13,429,"2,311",44,"8,991","11,628",40
AR,2020/07/05,1,"7,836","4,562",,,,,,"4,562","7,653",1
FL,2021/09/21,1,"56,033","46,095",837,32,"2,118","7,697",128,"46,095","56,033",149
LA,2020/11/14,1,"14,048","9,313",120,1,154,"1,306",4,"9,313","14,048",5
IA,2020/04/16,1,"7,827","3,536",15,,56,102,,"3,435","7,677",3
VI,2021/04/28,1,168,89,0,0,2,3,0,89,168,0
ID,2021/05/24,1,"3,428","1,988",9,0,33,110,1,"1,988","3,428",1
MI,2021/01/14,1,"23,405","17,820",268,6,489,"2,042",17,"17,820","23,405",25
UT,2020/06/11,1,"5,616","3,267",,,,,,"3,267","5,517",0
MO,2020/10/17,1,"21,200","13,666",186,2,405,"1,199",16,"13,502","21,200",18
DE,2020/06/09,1,"2,807","1,846",,,,,,"1,846","2,772",2
AL,2020/02/22,1,6,,,,,,,,,
UT,2020/03/20,1,31,,,,,,,,,
CT,2020/12/30,1,"8,497","6,619",144,0,221,"1,165",6,"6,619","8,497",30
NC,2020/12/11,1,"24,071","18,588",313,4,624,"2,379",18,"18,588","24,071",37
